Player,Comp,Age,Min,Gls,Ast,dribbles_successful,key_passes,duels_won,duels_total
Marco Brescianini,it Serie A,24.0,991,4,2,0,0,0,1
Maximilian Breunig,de Bundesliga,23.0,350,2,0,0,0,0,1
Anthony Briançon,fr Ligue 1,29.0,1,0,0,0,0,0,1
Nathan Broadhead,eng Premier League,26.0,702,2,0,0,0,0,1
Armando Broja,eng Premier League,22.0,334,0,0,0,0,0,1
David Brooks,eng Premier League,27.0,960,2,0,0,0,0,1
Arvid Brorsson,it Serie A,25.0,362,0,0,0,0,0,1
Moritz Broschinski,de Bundesliga,23.0,1390,1,3,0,0,0,1
Nathaniel Brown,de Bundesliga,21.0,1947,3,6,0,0,0,1
Jacob Bruun Larsen,de Bundesliga,25.0,400,2,2,0,0,0,1
Jacob Bruun Larsen,de Bundesliga,25.0,414,1,0,0,0,0,1
Tajon Buchanan,it Serie A,25.0,95,0,0,0,0,0,1
Tajon Buchanan,es La Liga,25.0,416,1,2,0,0,0,1
Ante Budimir,es La Liga,33.0,2952,21,4,0,0,0,1
Emi Buendía,eng Premier League,27.0,98,0,0,0,0,0,1
Emi Buendía,de Bundesliga,27.0,257,2,0,0,0,0,1
Manu Bueno,es La Liga,20.0,140,1,0,0,0,0,1
Santiago Bueno,eng Premier League,25.0,1687,0,0,0,0,0,1
Endika Buján,es La Liga,21.0,7,0,0,0,0,0,1
Marius Bülter,de Bundesliga,31.0,1729,7,2,0,0,0,1
Facundo Buonanotte,eng Premier League,19.0,1523,5,2,0,0,0,1
Alessandro Buongiorno,it Serie A,25.0,1924,1,0,0,0,0,1
Cameron Burgess,eng Premier League,28.0,1541,0,2,0,0,0,1
Jonathan Burkardt,de Bundesliga,24.0,2109,18,2,0,0,0,1
Oliver Burke,de Bundesliga,27.0,908,5,0,0,0,0,1
Dan Burn,eng Premier League,32.0,3330,1,1,0,0,0,1
Rareș-Cătălin Burnete,it Serie A,20.0,28,0,0,0,0,0,1
Wes Burns,eng Premier League,29.0,926,0,1,0,0,0,1
Marnon Busch,de Bundesliga,29.0,1396,0,1,0,0,0,1
Gianluca Busio,it Serie A,22.0,2518,2,0,0,0,0,1
Aurélio Buta,fr Ligue 1,27.0,1970,0,1,0,0,0,1
Jean Butez,it Serie A,29.0,1666,0,0,0,0,0,1
Nathan Butler-Oyedeji,eng Premier League,21.0,7,0,0,0,0,0,1
Marcin Bułka,fr Ligue 1,24.0,3060,0,0,0,0,0,1
Pau Cabanes,es La Liga,19.0,163,1,0,0,0,0,1
Pau Cabanes,es La Liga,19.0,188,0,0,0,0,0,1
Rémy Cabella,fr Ligue 1,34.0,1011,1,2,0,0,0,1
Leandro Cabrera,es La Liga,33.0,2869,4,2,0,0,0,1
Liberato Cacace,it Serie A,23.0,2230,2,4,0,0,0,1
Alessio Cacciamani,it Serie A,17.0,31,0,0,0,0,0,1
Anthony Caci,de Bundesliga,27.0,2684,1,7,0,0,0,1
Mathieu Cafaro,fr Ligue 1,27.0,732,1,0,0,0,0,1
Moisés Caicedo,eng Premier League,22.0,3351,1,2,0,0,0,1
Tom Cairney,eng Premier League,33.0,628,2,0,0,0,0,1
Jens Cajuste,eng Premier League,24.0,1959,1,1,0,0,0,1
Davide Calabria,it Serie A,27.0,632,0,1,0,0,0,1
Davide Calabria,it Serie A,27.0,316,0,0,0,0,0,1
Riccardo Calafiori,eng Premier League,22.0,983,2,1,0,0,0,1
Luca Caldirola,it Serie A,33.0,876,0,0,0,0,0,1
Fernando Calero,es La Liga,28.0,715,1,0,0,0,0,1
Duje Ćaleta-Car,fr Ligue 1,27.0,1584,1,0,0,0,0,1
Hakan Çalhanoğlu,it Serie A,30.0,1879,5,6,0,0,0,1
Dominic Calvert-Lewin,eng Premier League,27.0,1609,3,1,0,0,0,1
Drissa Camara,it Serie A,22.0,447,0,0,0,0,0,1
Issiaga Camara,fr Ligue 1,19.0,20,0,0,0,0,0,1
Lamine Camara,fr Ligue 1,20.0,2054,2,7,0,0,0,1
Mahdi Camara,fr Ligue 1,26.0,2659,5,3,0,0,0,1
Ousmane Camara,fr Ligue 1,21.0,252,0,0,0,0,0,1
Francesco Camarda,it Serie A,16.0,206,0,0,0,0,0,1
Eduardo Camavinga,es La Liga,21.0,1102,1,2,0,0,0,1
Nicolò Cambiaghi,it Serie A,23.0,620,1,3,0,0,0,1
Andrea Cambiaso,it Serie A,24.0,2221,2,3,0,0,0,1
Axel Camblan,fr Ligue 1,20.0,26,0,0,0,0,0,1
Sergio Camello,es La Liga,23.0,1134,3,2,0,0,0,1
José Campaña,es La Liga,31.0,1189,0,3,0,0,0,1
Thomas Campaniello,it Serie A,16.0,25,0,0,0,0,0,1
Cole Campbell,de Bundesliga,18.0,22,0,0,0,0,0,1
Emre Can,de Bundesliga,30.0,2105,3,0,0,0,0,1
Peio Canales,es La Liga,19.0,259,0,0,0,0,0,1
Matteo Cancellieri,it Serie A,22.0,1424,3,0,0,0,0,1
Fali Candé,it Serie A,26.0,1530,1,1,0,0,0,1
Antonio Candela,it Serie A,24.0,1008,0,1,0,0,0,1
Antonio Candela,es La Liga,24.0,906,0,0,0,0,0,1
Sergi Canós,es La Liga,27.0,370,0,1,0,0,0,1
Jaydee Canvot,fr Ligue 1,18.0,1106,0,0,0,0,0,1
Pierrick Capelle,fr Ligue 1,37.0,483,0,0,0,0,0,1
Gianluca Caprari,it Serie A,31.0,1651,3,2,0,0,0,1
Elia Caprile,it Serie A,22.0,1620,0,0,0,0,0,1
Elia Caprile,it Serie A,22.0,325,0,0,0,0,0,1
Gabin Capuano,fr Ligue 1,18.0,11,0,0,0,0,0,1
Francesco Caputo,it Serie A,36.0,6,0,0,0,0,0,1
Maxence Caqueret,it Serie A,24.0,1087,2,3,0,0,0,1
Maxence Caqueret,fr Ligue 1,24.0,573,0,0,0,0,0,1
Simon Cara,fr Ligue 1,19.0,9,0,0,0,0,0,1
Andrea Carboni,it Serie A,23.0,2191,0,1,0,0,0,1
Franco Carboni,it Serie A,21.0,226,0,0,0,0,0,1
Valentin Carboni,fr Ligue 1,19.0,103,0,0,0,0,0,1
Dani Cárdenas,es La Liga,27.0,540,0,0,0,0,0,1
Irvin Cardona,es La Liga,26.0,606,1,1,0,0,0,1
Irvin Cardona,fr Ligue 1,26.0,1063,5,3,0,0,0,1
Marc Cardona,es La Liga,29.0,132,0,0,0,0,0,1
Sergi Cardona,es La Liga,25.0,2945,1,7,0,0,0,1
Johnny Cardoso,es La Liga,22.0,2144,3,1,0,0,0,1
Tiago Cardoso,de Bundesliga,18.0,380,0,0,0,0,0,1
Patrik Carlgren,fr Ligue 1,32.0,417,0,0,0,0,0,1
Diego Carlos,eng Premier League,31.0,830,0,0,0,0,0,1
José Carlos González,es La Liga,18.0,11,0,0,0,0,0,1
Carmona,es La Liga,22.0,2942,0,0,0,0,0,1
Marco Carnesecchi,it Serie A,24.0,3060,0,0,0,0,0,1
Sergio Carreira,es La Liga,23.0,1656,0,4,0,0,0,1
Dani Carvajal,es La Liga,32.0,609,1,0,0,0,0,1
Fabio Carvalho,eng Premier League,21.0,455,2,1,0,0,0,1
William Carvalho,es La Liga,32.0,484,0,0,0,0,0,1
Cesare Casadei,it Serie A,21.0,1017,1,1,0,0,0,1
Marc Casado,es La Liga,20.0,1611,1,3,0,0,0,1
Nicolò Casale,it Serie A,26.0,900,0,1,0,0,0,1
Nicolò Casale,it Serie A,26.0,135,0,0,0,0,0,1
Casemiro,eng Premier League,32.0,1494,1,0,0,0,0,1
Kaelan Casey,eng Premier League,19.0,1,0,0,0,0,0,1
Matty Cash,eng Premier League,26.0,2070,1,1,0,0,0,1
Eiran Cashin,eng Premier League,22.0,20,0,0,0,0,0,1
Josué Casimir,fr Ligue 1,22.0,1997,4,4,0,0,0,1
Federico Cassa,it Serie A,18.0,14,0,0,0,0,0,1
Cristian Cásseres Jr.,fr Ligue 1,24.0,2696,1,3,0,0,0,1
Timothy Castagne,eng Premier League,28.0,1649,0,1,0,0,0,1
Valentín Castellanos,it Serie A,25.0,2384,10,3,0,0,0,1
Jean-Charles Castelletto,fr Ligue 1,29.0,2620,0,0,0,0,0,1
Santiago Castro,it Serie A,19.0,2294,8,4,0,0,0,1
Gaetano Castrovilli,it Serie A,27.0,596,0,0,0,0,0,1
Gaetano Castrovilli,it Serie A,27.0,148,0,0,0,0,0,1
Danilo Cataldi,it Serie A,29.0,1712,3,0,0,0,0,1
Catena,es La Liga,29.0,3074,1,3,0,0,0,1
Maximiliano Caufriez,es La Liga,27.0,90,0,0,0,0,0,1
Enzo Caumont,fr Ligue 1,20.0,34,0,0,0,0,0,1
Dani Ceballos,es La Liga,27.0,1215,0,0,0,0,0,1
Abdoulie Ceesay,de Bundesliga,20.0,60,0,0,0,0,0,1
Zeki Çelik,it Serie A,27.0,2256,0,2,0,0,0,1
Fabien Centonze,fr Ligue 1,28.0,265,0,0,0,0,0,1
Alberto Cerri,it Serie A,28.0,87,0,0,0,0,0,1
Franco Cervi,es La Liga,30.0,273,0,0,0,0,0,1
Julian Chabot,de Bundesliga,26.0,2269,3,1,0,0,0,1
El Chadaille Bitshiabu,de Bundesliga,19.0,1130,0,0,0,0,0,1
Fares Chaïbi,de Bundesliga,21.0,1013,1,3,0,0,0,1
Trevoh Chalobah,eng Premier League,25.0,1060,3,0,0,0,0,1
Trevoh Chalobah,eng Premier League,25.0,910,0,1,0,0,0,1
Timothy Chandler,de Bundesliga,34.0,24,0,0,0,0,0,1
Conor Chaplin,eng Premier League,27.0,857,1,1,0,0,0,1
Brendan Chardonnet,fr Ligue 1,29.0,2416,1,0,0,0,0,1
Gabriel Charpentier,it Serie A,25.0,271,1,2,0,0,0,1
Raúl Chasco,es La Liga,20.0,130,0,0,0,0,0,1
Anrie Chase,de Bundesliga,20.0,734,0,0,0,0,0,1
Pep Chavarría,es La Liga,26.0,2585,0,1,0,0,0,1
Arthur Chaves,de Bundesliga,23.0,2185,1,0,0,0,0,1
Jhoanner Chávez,fr Ligue 1,22.0,596,1,0,0,0,0,1
Walid Cheddira,it Serie A,26.0,12,0,0,0,0,0,1
Walid Cheddira,es La Liga,26.0,640,1,1,0,0,0,1
Chema,es La Liga,19.0,12,0,0,0,0,0,1
Théo Chennahi,fr Ligue 1,19.0,181,0,0,0,0,0,1
Sidiki Cherif,fr Ligue 1,17.0,324,0,0,0,0,0,1
Rayan Cherki,fr Ligue 1,20.0,2041,8,11,0,0,0,1
Youssef Chermiti,eng Premier League,20.0,45,0,0,0,0,0,1
Lucas Chevalier,fr Ligue 1,22.0,3060,0,0,0,0,0,1
Fabio Chiarodia,de Bundesliga,19.0,379,1,0,0,0,0,1
Julián Chicco,es La Liga,26.0,302,0,1,0,0,0,1
Leandro Chichizola,it Serie A,34.0,90,0,0,0,0,0,1
Federico Chiesa,eng Premier League,26.0,108,0,0,0,0,0,1
Ben Chilwell,eng Premier League,27.0,259,1,0,0,0,0,1
Chiquinho,eng Premier League,24.0,7,0,0,0,0,0,1
Chiquinho,es La Liga,24.0,146,0,0,0,0,0,1
Pedro Chirivella,fr Ligue 1,27.0,2348,0,2,0,0,0,1
Joris Chotard,fr Ligue 1,22.0,1892,1,0,0,0,0,1
Hamza Choudhury,eng Premier League,26.0,131,0,0,0,0,0,1
Andreas Christensen,es La Liga,28.0,254,0,0,0,0,0,1
Ryan Christie,eng Premier League,29.0,2117,2,3,0,0,0,1
Carney Chukwuemeka,de Bundesliga,20.0,253,1,0,0,0,0,1
Samuel Chukwueze,it Serie A,25.0,925,3,2,0,0,0,1
Aaron Ciammaglichella,it Serie A,19.0,1,0,0,0,0,0,1
Jasper Cillessen,es La Liga,35.0,2335,0,0,0,0,0,1
Giuseppe Ciocci,it Serie A,22.0,9,0,0,0,0,0,1
Alessandro Circati,it Serie A,20.0,540,0,0,0,0,0,1
Pathé Ciss,es La Liga,30.0,2140,4,1,0,0,0,1
Alphadjo Cissè,it Serie A,17.0,9,0,0,0,0,0,1
Djaoui Cissé,fr Ligue 1,20.0,1121,1,0,0,0,0,1
Seydouba Cissé,es La Liga,23.0,2435,3,1,0,0,0,1
Yoann Cissé,fr Ligue 1,19.0,5,0,0,0,0,0,1
Patrick Ciurria,it Serie A,29.0,1111,1,1,0,0,0,1
Harry Clarke,eng Premier League,23.0,379,0,0,0,0,0,1
Jack Clarke,eng Premier League,23.0,1181,0,4,0,0,0,1
Alexis Claude-Maurice,de Bundesliga,26.0,2109,9,2,0,0,0,1
Jonathan Clauss,fr Ligue 1,31.0,2303,3,8,0,0,0,1
Silvi Clúa,es La Liga,19.0,163,0,0,0,0,0,1
Nathaniel Clyne,eng Premier League,33.0,483,0,0,0,0,0,1
Conor Coady,eng Premier League,31.0,1714,1,0,0,0,0,1
Marcus Coco,fr Ligue 1,28.0,951,0,1,0,0,0,1
Saúl Coco,it Serie A,25.0,2845,2,0,0,0,0,1
Séamus Coleman,eng Premier League,35.0,215,0,0,0,0,0,1
Nathan Collins,eng Premier League,23.0,3420,2,3,0,0,0,1
Nnamdi Collins,de Bundesliga,20.0,1489,1,1,0,0,0,1
Toby Collyer,eng Premier League,20.0,179,0,0,0,0,0,1
Lorenzo Colombo,it Serie A,22.0,2233,6,2,0,0,0,1
Andrea Colpani,it Serie A,25.0,1432,2,1,0,0,0,1
Levi Colwill,eng Premier League,21.0,3149,2,1,0,0,0,1
Florinel Coman,it Serie A,26.0,263,1,0,0,0,0,1
Kingsley Coman,de Bundesliga,28.0,1282,5,4,0,0,0,1
Eray Cömert,es La Liga,26.0,1779,0,0,0,0,0,1
Santi Comesaña,es La Liga,27.0,2560,4,2,0,0,0,1
Pietro Comuzzo,it Serie A,19.0,2110,1,0,0,0,0,1
Francisco Conceição,it Serie A,21.0,1340,3,3,0,0,0,1
Diego Conde,es La Liga,25.0,1962,0,1,0,0,0,1
Tomás Conechny,es La Liga,26.0,847,1,0,0,0,0,1
Alois Confais,fr Ligue 1,27.0,3,0,0,0,0,0,1
Sirlord Conteh,de Bundesliga,28.0,892,1,1,0,0,0,1
Lewis Cook,eng Premier League,27.0,2978,1,3,0,0,0,1
Copete,es La Liga,24.0,1528,0,0,0,0,0,1
Diego Coppola,it Serie A,20.0,2927,2,0,0,0,0,1
Francis Coquelin,fr Ligue 1,33.0,224,1,1,0,0,0,1
Iker Córdoba,es La Liga,18.0,15,0,0,0,0,0,1
Derek Cornelius,fr Ligue 1,26.0,1420,0,0,0,0,0,1
Maxwel Cornet,eng Premier League,27.0,72,0,0,0,0,0,1
Maxwel Cornet,it Serie A,27.0,246,2,1,0,0,0,1
Pierre Cornud,fr Ligue 1,27.0,576,0,0,0,0,0,1
Ángel Correa,es La Liga,29.0,805,4,1,0,0,0,1
Joaquín Correa,it Serie A,29.0,731,2,2,0,0,0,1
Thierry Correia,es La Liga,25.0,768,0,0,0,0,0,1
Alberto costa,it Serie A,20.0,357,0,1,0,0,0,1
Coba da Costa,es La Liga,22.0,1006,1,1,0,0,0,1
Danny da Costa,de Bundesliga,31.0,2006,0,1,0,0,0,1
David Costa,fr Ligue 1,23.0,352,0,0,0,0,0,1
Logan Costa,es La Liga,23.0,2587,2,1,0,0,0,1
Logan Costa,fr Ligue 1,23.0,90,0,0,0,0,0,1
Samu Costa,es La Liga,23.0,2649,0,2,0,0,0,1
Grégoire Coudert,fr Ligue 1,25.0,180,0,0,0,0,0,1
Vladimír Coufal,eng Premier League,31.0,1067,0,0,0,0,0,1
Lassana Coulibaly,it Serie A,28.0,2667,1,0,0,0,0,1
Lasso Coulibaly,fr Ligue 1,21.0,45,1,0,0,0,0,1
Mamadou Coulibaly,fr Ligue 1,20.0,8,0,0,0,0,0,1
Soumaïla Coulibaly,fr Ligue 1,20.0,438,0,0,0,0,0,1
Tanguy Coulibaly,fr Ligue 1,23.0,1485,3,0,0,0,0,1
Woyo Coulibaly,eng Premier League,25.0,109,0,0,0,0,0,1
Woyo Coulibaly,it Serie A,25.0,1084,0,1,0,0,0,1
Marius Courcoul,fr Ligue 1,17.0,309,0,0,0,0,0,1
Thibaut Courtois,es La Liga,32.0,2700,0,0,0,0,0,1
Yan Couto,de Bundesliga,22.0,895,0,0,0,0,0,1
Nicolas Cozza,fr Ligue 1,25.0,2051,1,0,0,0,0,1
Aaron Cresswell,eng Premier League,34.0,824,0,0,0,0,0,1
Charlie Cresswell,fr Ligue 1,21.0,2592,3,1,0,0,0,1
Bryan Cristante,it Serie A,29.0,2045,4,2,0,0,0,1
Domen Črnigoj,it Serie A,28.0,136,0,0,0,0,0,1
Juan Cruz Armada,es La Liga,32.0,1492,0,0,0,0,0,1
Juan Cruz,es La Liga,24.0,2257,5,4,0,0,0,1
Juan Cuadrado,it Serie A,36.0,832,0,2,0,0,0,1
Pau Cubarsí,es La Liga,17.0,2618,0,3,0,0,0,1
Cucho,es La Liga,25.0,1139,5,1,0,0,0,1
Marc Cucurella,eng Premier League,26.0,2988,5,1,0,0,0,1
Jorge Cuenca,eng Premier League,24.0,351,0,0,0,0,0,1
Matheus Cunha,eng Premier League,25.0,2597,15,6,0,0,0,1
Patrick Cutrone,it Serie A,26.0,2047,7,4,0,0,0,1
Tomáš Čvančara,de Bundesliga,23.0,831,2,0,0,0,0,1
Wylan Cyprien,it Serie A,29.0,28,0,0,0,0,0,1
Danilo D'Ambrosio,it Serie A,35.0,1095,0,1,0,0,0,1
Lucas Da Cunha,it Serie A,23.0,2613,3,2,0,0,0,1
Samuel Dahl,it Serie A,24.0,43,0,0,0,0,0,1
Finn Dahmen,de Bundesliga,26.0,1710,0,0,0,0,0,1
Thomas Dähne,de Bundesliga,30.0,810,0,0,0,0,0,1
Mahmoud Dahoud,de Bundesliga,28.0,364,1,1,0,0,0,1
Patson Daka,eng Premier League,25.0,736,1,0,0,0,0,1
Ameen Al-Dakhil,de Bundesliga,22.0,432,0,0,0,0,0,1
Thijs Dallinga,it Serie A,23.0,1154,3,2,0,0,0,1
Diogo Dalot,eng Premier League,25.0,2814,0,3,0,0,0,1
Mikkel Damsgaard,eng Premier League,24.0,2911,2,10,0,0,0,1
Maat Daniel Caprini,it Serie A,18.0,7,0,0,0,0,0,1
Flavius Daniliuc,it Serie A,23.0,1004,0,0,0,0,0,1
Danilo,eng Premier League,23.0,275,0,0,0,0,0,1
Danilo,it Serie A,33.0,581,0,1,0,0,0,1
Arnaut Danjuma,es La Liga,27.0,200,2,0,0,0,0,1
Arnaut Danjuma,es La Liga,27.0,1335,2,0,0,0,0,1
Jayden Danns,eng Premier League,18.0,11,0,0,0,0,0,1
Kévin Danois,fr Ligue 1,20.0,1460,0,0,0,0,0,1
Kevin Danso,eng Premier League,25.0,842,0,0,0,0,0,1
Kevin Danso,fr Ligue 1,25.0,1080,0,0,0,0,0,1
Dante,fr Ligue 1,40.0,1964,0,0,0,0,0,1
Pape Daouda Diongue,fr Ligue 1,,78,1,0,0,0,0,1
Mohamed Daramy,fr Ligue 1,22.0,16,0,0,0,0,0,1
Bence Dárdai,de Bundesliga,18.0,1304,1,1,0,0,0,1
Sergi Darder,es La Liga,30.0,2744,2,6,0,0,0,1
Matteo Darmian,it Serie A,34.0,1781,3,2,0,0,0,1
Lukas Daschner,de Bundesliga,25.0,412,1,1,0,0,0,1
Juan David Cabal,it Serie A,23.0,460,0,0,0,0,0,1
Jonathan David,fr Ligue 1,24.0,2554,16,5,0,0,0,1
Alphonso Davies,de Bundesliga,23.0,1560,1,2,0,0,0,1
Ben Davies,eng Premier League,31.0,1331,0,0,0,0,0,1
Keinan Davis,it Serie A,26.0,1066,2,1,0,0,0,1
Leif Davis,eng Premier League,24.0,2743,1,2,0,0,0,1
Zuriko Davitashvili,fr Ligue 1,23.0,2778,9,8,0,0,0,1
Paweł Dawidowicz,it Serie A,29.0,1845,0,0,0,0,0,1
Craig Dawson,eng Premier League,34.0,971,0,0,0,0,0,1
Kevin De Bruyne,eng Premier League,33.0,1702,4,7,0,0,0,1
Bobby De Cordova-Reid,eng Premier League,31.0,744,1,2,0,0,0,1
Charles De Ketelaere,it Serie A,23.0,2070,7,7,0,0,0,1
Rodrigo De Paul,es La Liga,30.0,2106,3,5,0,0,0,1
Théo De Percin,fr Ligue 1,23.0,180,0,0,0,0,0,1
Mattia De Sciglio,it Serie A,31.0,769,1,0,0,0,0,1
Lorenzo De Silvestri,it Serie A,36.0,1060,1,0,0,0,0,1
Thibault De Smet,fr Ligue 1,26.0,192,0,0,0,0,0,1
Koni De Winter,it Serie A,22.0,2135,3,0,0,0,0,1
Amar Dedić,fr Ligue 1,21.0,314,0,1,0,0,0,1
Alessandro Deiola,it Serie A,28.0,1432,2,1,0,0,0,1
Romain Del Castillo,fr Ligue 1,28.0,1259,6,4,0,0,0,1
Enrico Del Prato,it Serie A,24.0,2947,4,0,0,0,0,1
Thomas Delaine,fr Ligue 1,32.0,9,0,0,0,0,0,1
Liam Delap,eng Premier League,21.0,2593,12,2,0,0,0,1
Fisayo Dele-Bashiru,it Serie A,23.0,947,3,1,0,0,0,1
Andy Delort,fr Ligue 1,32.0,607,0,0,0,0,0,1
Olivier Deman,de Bundesliga,24.0,67,0,0,0,0,0,1
Ali Dembélé,it Serie A,20.0,388,1,0,0,0,0,1
Ousmane Dembélé,fr Ligue 1,27.0,1730,21,6,0,0,0,1
Ermedin Demirović,de Bundesliga,26.0,1855,15,1,0,0,0,1
Sepp van den Berg,eng Premier League,22.0,2586,0,0,0,0,0,1
Rémy Descamps,fr Ligue 1,28.0,90,0,0,0,0,0,1
Arthur Desmas,fr Ligue 1,30.0,1620,0,0,0,0,0,1
Justin Devenny,eng Premier League,20.0,507,1,1,0,0,0,1
Kiernan Dewsbury-Hall,eng Premier League,25.0,264,0,1,0,0,0,1
Michele Di Gregorio,it Serie A,27.0,2970,0,0,0,0,0,1
Giovanni Di Lorenzo,it Serie A,30.0,3330,3,2,0,0,0,1
Boulaye Dia,it Serie A,27.0,2177,9,3,0,0,0,1
Mouctar Diakhaby,es La Liga,27.0,653,2,0,0,0,0,1
Mamadou Diakhon,fr Ligue 1,18.0,858,2,1,0,0,0,1
Bafodé Diakité,fr Ligue 1,23.0,2766,4,1,0,0,0,1
Oumar Diakité,fr Ligue 1,20.0,1628,4,1,0,0,0,1
Amad Diallo,eng Premier League,22.0,1901,8,6,0,0,0,1
Assane Diao,it Serie A,18.0,1252,8,1,0,0,0,1
Assane Diao,es La Liga,18.0,277,1,2,0,0,0,1
Habib Diarra,fr Ligue 1,20.0,2352,4,5,0,0,0,1
Moussa Diarra,es La Liga,23.0,1866,0,0,0,0,0,1
Rúben Dias,eng Premier League,27.0,2271,0,0,0,0,0,1
Krépin Diatta,fr Ligue 1,25.0,508,0,0,0,0,0,1
Kandet Diawara,fr Ligue 1,24.0,4,0,0,0,0,0,1
Mahamadou Diawara,fr Ligue 1,19.0,582,0,1,0,0,0,1
Mahamadou Diawara,fr Ligue 1,19.0,16,0,0,0,0,0,1
Brahim Díaz,es La Liga,24.0,1385,4,2,0,0,0,1
Daniel Díaz,es La Liga,18.0,10,0,0,0,0,0,1
Luis Díaz,eng Premier League,27.0,2399,13,5,0,0,0,1
Pedro Díaz,es La Liga,26.0,1211,3,0,0,0,0,1
Tyler Dibling,eng Premier League,18.0,1874,2,0,0,0,0,1
Diego,es La Liga,24.0,1195,3,0,0,0,0,1
Justin Diehl,de Bundesliga,19.0,104,1,0,0,0,0,1
Bamba Dieng,fr Ligue 1,24.0,532,3,0,0,0,0,1
Eric Dier,de Bundesliga,30.0,1463,2,1,0,0,0,1
Lucas Digne,eng Premier League,31.0,2351,0,4,0,0,0,1
Kembo Diliwidi,fr Ligue 1,18.0,4,0,0,0,0,0,1
Federico Dimarco,it Serie A,26.0,2140,4,7,0,0,0,1
Stole Dimitrievski,es La Liga,30.0,360,0,0,0,0,0,1
Junior Dina Ebimbe,de Bundesliga,23.0,293,0,1,0,0,0,1
Eren Dinkçi,de Bundesliga,22.0,1196,0,3,0,0,0,1
Sinaly Diomande,fr Ligue 1,23.0,1945,3,2,0,0,0,1
Yan Diomandé,es La Liga,17.0,545,2,1,0,0,0,1
Lois Diony,fr Ligue 1,31.0,21,0,0,0,0,0,1
Issa Diop,eng Premier League,27.0,1339,0,0,0,0,0,1
Sérigné Diop,fr Ligue 1,19.0,4,0,0,0,0,0,1
Sofiane Diop,fr Ligue 1,24.0,1064,6,4,0,0,0,1
Andy Diouf,fr Ligue 1,21.0,2225,1,2,0,0,0,1
Yehvann Diouf,fr Ligue 1,24.0,3060,0,0,0,0,0,1
Assane Dioussé,fr Ligue 1,26.0,663,0,0,0,0,0,1
Axel Disasi,eng Premier League,26.0,490,0,0,0,0,0,1
Axel Disasi,eng Premier League,26.0,364,1,0,0,0,0,1
Roman Dixon,eng Premier League,19.0,90,0,0,0,0,0,1
Álvaro djaló,es La Liga,24.0,659,1,0,0,0,0,1
Djené,es La Liga,32.0,2548,0,0,0,0,0,1
Nasser Djiga,eng Premier League,21.0,66,0,0,0,0,0,1
Berat Djimsiti,it Serie A,31.0,2640,1,2,0,0,0,1
Marko Dmitrović,es La Liga,32.0,2880,0,0,0,0,0,1
Ritsu Doan,de Bundesliga,26.0,2862,10,7,0,0,0,1
Dodô,it Serie A,25.0,3025,0,4,0,0,0,1
Danilho Doekhi,de Bundesliga,26.0,3060,1,1,0,0,0,1
Matt Doherty,eng Premier League,32.0,2109,2,1,0,0,0,1
Jeremy Doku,eng Premier League,22.0,1516,3,6,0,0,0,1
Marc Domenech,es La Liga,18.0,303,0,0,0,0,0,1
Álex Domínguez,fr Ligue 1,26.0,19,0,0,0,0,0,1
Benjamín Domínguez,it Serie A,20.0,1281,3,2,0,0,0,1
Carlos Dominguez,es La Liga,23.0,1181,0,0,0,0,0,1
Israel Domínguez,es La Liga,21.0,18,0,0,0,0,0,1
Nicolás Domínguez,eng Premier League,26.0,1963,0,1,0,0,0,1
Sergi Dominguez,es La Liga,19.0,172,0,0,0,0,0,1
Gianluigi Donnarumma,fr Ligue 1,25.0,2091,0,0,0,0,0,1
Patrick Dorgu,eng Premier League,19.0,842,0,0,0,0,0,1
Patrick Dorgu,it Serie A,19.0,1840,3,1,0,0,0,1
Alfie Dorrington,eng Premier League,19.0,14,0,0,0,0,0,1
Niklas Dorsch,de Bundesliga,26.0,32,0,0,0,0,0,1
Niklas Dorsch,de Bundesliga,26.0,1335,2,2,0,0,0,1
Alberto Dossena,it Serie A,25.0,1825,0,2,0,0,0,1
Abdoulaye Doucouré,eng Premier League,31.0,2564,3,2,0,0,0,1
Cheick Doucouré,eng Premier League,24.0,452,0,0,0,0,0,1
Sékou Doucoure,fr Ligue 1,19.0,12,0,0,0,0,0,1
Désiré Doué,fr Ligue 1,19.0,1730,6,6,0,0,0,1
Guela Doué,fr Ligue 1,21.0,2717,1,2,0,0,0,1
Douglas,fr Ligue 1,27.0,2307,4,2,0,0,0,1
Ismaël Doukouré,fr Ligue 1,21.0,2639,1,1,0,0,0,1
Issa Doumbia,it Serie A,20.0,939,0,0,0,0,0,1
Kamory Doumbia,fr Ligue 1,21.0,1322,3,2,0,0,0,1
Amidou Doumbouya,fr Ligue 1,16.0,46,0,0,0,0,0,1
Anastasios Douvikas,it Serie A,24.0,580,2,2,0,0,0,1
Anastasios Douvikas,es La Liga,24.0,700,3,1,0,0,0,1
Artem Dovbyk,it Serie A,27.0,2418,12,2,0,0,0,1
Flynn Downes,eng Premier League,25.0,2151,1,0,0,0,0,1
Tommy Doyle,eng Premier League,22.0,488,0,1,0,0,0,1
Radu Drăgușin,eng Premier League,22.0,1252,0,0,0,0,0,1
Patrick Drewes,de Bundesliga,31.0,1890,0,0,0,0,0,1
Tim Drexler,de Bundesliga,19.0,357,0,0,0,0,0,1
Domingos Duarte,es La Liga,29.0,1859,1,0,0,0,0,1
