Player,Comp,Age,Min,Gls,Ast,dribbles_successful,key_passes,duels_won,duels_total
Martin Dúbravka,eng Premier League,35.0,900,0,0,0,0,0,1
Marvin Ducksch,de Bundesliga,30.0,2418,8,8,0,0,0,1
Ondrej Duda,it Serie A,29.0,2395,1,3,0,0,0,1
Duk,es La Liga,24.0,179,0,0,0,0,0,1
Denzel Dumfries,it Serie A,28.0,1865,7,2,0,0,0,1
Alfred Duncan,it Serie A,31.0,957,0,0,0,0,0,1
Lewis Dunk,eng Premier League,32.0,2083,0,0,0,0,0,1
Jáder Durán,eng Premier League,20.0,638,7,0,0,0,0,1
Pablo Durán,es La Liga,23.0,1394,4,4,0,0,0,1
Julien Duranville,de Bundesliga,18.0,283,0,0,0,0,0,1
Hugo Duro,es La Liga,24.0,2166,11,2,0,0,0,1
Jean-Kevin Duverne,fr Ligue 1,27.0,537,0,0,0,0,0,1
Paulo Dybala,it Serie A,30.0,1417,6,3,0,0,0,1
Stefan Džodić,fr Ligue 1,19.0,242,0,0,0,0,0,1
Adam Dźwigała,de Bundesliga,28.0,373,0,0,0,0,0,1
Aron Dønnum,fr Ligue 1,26.0,2689,2,2,0,0,0,1
Enzo Ebosse,it Serie A,25.0,90,0,0,0,0,0,1
Tyronne Ebuehi,it Serie A,28.0,74,0,0,0,0,0,1
Claudio Echeverri,eng Premier League,18.0,6,0,0,0,0,0,1
Ederson,eng Premier League,30.0,2320,0,4,0,0,0,1
Éderson,it Serie A,25.0,2881,4,1,0,0,0,1
Noah Edjouma,fr Ligue 1,18.0,171,2,0,0,0,0,1
George Edmundson,eng Premier League,26.0,2,0,0,0,0,0,1
Odsonne Édouard,eng Premier League,26.0,115,0,0,0,0,0,1
Odsonne Édouard,eng Premier League,26.0,29,0,0,0,0,0,1
Samuel Edozie,eng Premier League,21.0,65,0,0,0,0,0,1
Ronnie Edwards,eng Premier League,21.0,12,0,0,0,0,0,1
Johannes Eggestein,de Bundesliga,26.0,1853,3,4,0,0,0,1
Maximilian Eggestein,de Bundesliga,27.0,2845,2,0,0,0,0,1
Kingsley Ehizibue,it Serie A,29.0,2498,0,1,0,0,0,1
Chidera Ejuke,es La Liga,26.0,966,2,1,0,0,0,1
Jeff Ekhator,it Serie A,17.0,769,1,1,0,0,0,1
Hugo Ekitike,de Bundesliga,22.0,2563,15,8,0,0,0,1
Jurgen Ekkelenkamp,it Serie A,24.0,1892,3,2,0,0,0,1
Jacques Ekomie,fr Ligue 1,20.0,697,0,0,0,0,0,1
Emmanuel Ekong,it Serie A,22.0,186,0,0,0,0,0,1
Caleb Ekuban,it Serie A,30.0,555,1,3,0,0,0,1
Pierre Ekwah Elimby,fr Ligue 1,22.0,2575,1,0,0,0,0,1
Anthony Elanga,eng Premier League,22.0,2501,6,11,0,0,0,1
Meschak Elia,fr Ligue 1,26.0,170,1,0,0,0,0,1
Mikael Ellertsson,it Serie A,22.0,2470,2,2,0,0,0,1
Harvey Elliott,eng Premier League,21.0,371,1,2,0,0,0,1
Elif Elmas,it Serie A,24.0,1021,4,0,0,0,0,1
Elif Elmas,de Bundesliga,24.0,44,0,0,0,0,0,1
Aritz Elustondo,es La Liga,30.0,1457,0,0,0,0,0,1
Nico Elvedi,de Bundesliga,27.0,2135,1,1,0,0,0,1
Adri Embarba,es La Liga,32.0,1607,1,1,0,0,0,1
Breel Embolo,fr Ligue 1,27.0,1841,6,4,0,0,0,1
Emanuel Emegha,fr Ligue 1,21.0,2293,14,3,0,0,0,1
Emerson,it Serie A,25.0,1377,0,0,0,0,0,1
Yunus Emre Konak,eng Premier League,18.0,42,0,0,0,0,0,1
Julio Enciso,eng Premier League,20.0,869,2,3,0,0,0,1
Julio Enciso,eng Premier League,20.0,294,0,0,0,0,0,1
Wataru Endo,eng Premier League,31.0,273,0,0,0,0,0,1
Endrick,es La Liga,18.0,363,1,0,0,0,0,1
Yannik Engelhardt,it Serie A,23.0,1164,1,1,0,0,0,1
Arne Engels,de Bundesliga,20.0,79,0,0,0,0,0,1
Christian Eriksen,eng Premier League,32.0,1061,1,2,0,0,0,1
Martin Erlic,it Serie A,26.0,334,0,0,0,0,0,1
Patrick Erras,de Bundesliga,29.0,832,1,0,0,0,0,1
Alfonso Espino,es La Liga,32.0,833,0,1,0,0,0,1
Sebastiano Esposito,it Serie A,22.0,2331,8,0,0,0,0,1
Romain Esse,eng Premier League,19.0,138,1,1,0,0,0,1
Samuel Essende,de Bundesliga,26.0,1636,7,2,0,0,0,1
Dario Essugo,es La Liga,19.0,1938,1,0,0,0,0,1
Estanis,it Serie A,20.0,9,0,0,0,0,0,1
Nahuel Estévez,it Serie A,28.0,657,0,0,0,0,0,1
Pervis Estupiñán,eng Premier League,26.0,2402,1,1,0,0,0,1
Etienne Eto'o,es La Liga,21.0,40,0,0,0,0,0,1
Karl Etta,es La Liga,20.0,37,1,0,0,0,0,1
Evanilson,eng Premier League,24.0,2319,10,1,0,0,0,1
Jake Evans,eng Premier League,,24,0,0,0,0,0,1
Jonny Evans,eng Premier League,36.0,315,0,0,0,0,0,1
Edu Expósito,es La Liga,27.0,1045,0,2,0,0,0,1
Eberechi Eze,eng Premier League,26.0,2588,8,8,0,0,0,1
Abde Ezzalzouli,es La Liga,22.0,1984,2,2,0,0,0,1
Giovanni Fabbian,it Serie A,21.0,1023,3,1,0,0,0,1
Łukasz Fabiański,eng Premier League,39.0,1160,0,0,0,0,0,1
Alieu Fadera,it Serie A,22.0,1644,1,3,0,0,0,1
Wout Faes,eng Premier League,26.0,2815,1,0,0,0,0,1
Nicolò Fagioli,it Serie A,23.0,962,1,2,0,0,0,1
Nicolò Fagioli,it Serie A,23.0,571,0,0,0,0,0,1
Romain Faivre,fr Ligue 1,26.0,899,3,2,0,0,0,1
Wladimiro Falcone,it Serie A,29.0,3420,0,0,0,0,0,1
Davide Faraoni,it Serie A,32.0,260,0,0,0,0,0,1
Abdul Fatawu Issahaku,eng Premier League,20.0,579,0,2,0,0,0,1
Ansu Fati,es La Liga,21.0,233,0,0,0,0,0,1
Khalil Fayad,fr Ligue 1,20.0,1028,0,0,0,0,0,1
Jacopo Fazzini,it Serie A,21.0,1383,4,1,0,0,0,1
Nabil Fekir,es La Liga,31.0,180,0,1,0,0,0,1
Mattia Felici,it Serie A,23.0,925,0,3,0,0,0,1
Luiz Felipe,fr Ligue 1,27.0,122,0,0,0,0,0,1
João Félix,eng Premier League,24.0,369,1,1,0,0,0,1
João Félix,it Serie A,24.0,760,2,0,0,0,0,1
Frank Feller,de Bundesliga,20.0,121,0,0,0,0,0,1
Kiko Femenía,es La Liga,33.0,2227,0,1,0,0,0,1
Evan Ferguson,eng Premier League,19.0,156,0,0,0,0,0,1
Evan Ferguson,eng Premier League,19.0,246,1,0,0,0,0,1
Lewis Ferguson,it Serie A,24.0,983,1,1,0,0,0,1
Zinedine Ferhat,fr Ligue 1,31.0,849,2,0,0,0,0,1
Bruno Fernandes,eng Premier League,29.0,3018,8,10,0,0,0,1
Edimilson Fernandes,fr Ligue 1,28.0,1105,0,1,0,0,0,1
Mateus Fernandes,eng Premier League,20.0,2909,2,4,0,0,0,1
Aitor Fernández,es La Liga,33.0,90,0,0,0,0,0,1
Álvaro Fernández,es La Liga,26.0,747,0,0,0,0,0,1
Enzo Fernández,eng Premier League,23.0,2947,6,7,0,0,0,1
Pelayo Fernandez,es La Liga,21.0,98,0,0,0,0,0,1
Roberto Férnandez,es La Liga,22.0,1497,6,0,0,0,0,1
Valery Fernández,es La Liga,24.0,309,2,0,0,0,0,1
Matias Fernandez-Pardo,fr Ligue 1,19.0,1065,4,2,0,0,0,1
André Ferreira,es La Liga,28.0,540,0,0,0,0,0,1
Jordan Ferri,fr Ligue 1,32.0,1773,0,2,0,0,0,1
Daniel Fila,it Serie A,21.0,492,2,0,0,0,0,1
Karol Fila,fr Ligue 1,26.0,5,0,0,0,0,0,1
Kilian Fischer,de Bundesliga,23.0,2297,1,0,0,0,0,1
Mark Flekken,eng Premier League,31.0,3275,0,2,0,0,0,1
Alessandro Florenzi,it Serie A,33.0,5,0,0,0,0,0,1
Mateo Flores,es La Liga,20.0,153,0,0,0,0,0,1
Phil Foden,eng Premier League,24.0,1777,7,2,0,0,0,1
Malick Fofana,fr Ligue 1,19.0,1589,5,4,0,0,0,1
Rayan Fofana,fr Ligue 1,18.0,25,0,0,0,0,0,1
Seko Fofana,fr Ligue 1,29.0,844,1,1,0,0,0,1
Wesley Fofana,eng Premier League,23.0,1172,0,0,0,0,0,1
Yahia Fofana,fr Ligue 1,23.0,2970,0,0,0,0,0,1
Youssouf Fofana,it Serie A,25.0,2504,1,6,0,0,0,1
Jonas Föhrenbach,de Bundesliga,28.0,1832,0,1,0,0,0,1
Michael Folorunsho,it Serie A,26.0,650,0,0,0,0,0,1
Michael Folorunsho,it Serie A,26.0,35,0,0,0,0,0,1
Lamine Fomba,fr Ligue 1,26.0,217,0,0,0,0,0,1
Carlos Forbs,eng Premier League,20.0,239,0,0,0,0,0,1
Pablo Fornals,es La Liga,28.0,1827,2,0,0,0,0,1
Omari Forson,it Serie A,20.0,223,0,0,0,0,0,1
Fraser Forster,eng Premier League,36.0,630,0,0,0,0,0,1
Héctor Fort,es La Liga,17.0,585,0,0,0,0,0,1
Dimitri Foulquier,es La Liga,31.0,2299,0,1,0,0,0,1
Juan Foyth,es La Liga,26.0,1517,1,0,0,0,0,1
Fran,es La Liga,19.0,90,0,0,0,0,0,1
Matheus França,eng Premier League,20.0,55,1,0,0,0,0,1
Alejandro Francés,es La Liga,21.0,1173,0,0,0,0,0,1
Przemysław Frankowski,fr Ligue 1,29.0,1387,4,2,0,0,0,1
Enric Franquesa,es La Liga,27.0,616,1,0,0,0,0,1
Ryan Fraser,eng Premier League,30.0,306,0,0,0,0,0,1
Davide Frattesi,it Serie A,24.0,1158,5,1,0,0,0,1
Tyler Fredricson,eng Premier League,19.0,165,0,0,0,0,0,1
Morten Frendrup,it Serie A,23.0,3103,2,0,0,0,0,1
Martin Frese,it Serie A,26.0,549,0,0,0,0,0,1
Remo Freuler,it Serie A,32.0,3204,1,2,0,0,0,1
Marco Friedl,de Bundesliga,26.0,2161,0,0,0,0,0,1
Marvin Friedrich,de Bundesliga,28.0,989,0,1,0,0,0,1
Jeremie Frimpong,de Bundesliga,23.0,2314,5,5,0,0,0,1
Jorge de Frutos,es La Liga,27.0,2495,6,3,0,0,0,1
Darío Fuentes,es La Liga,21.0,5,0,0,0,0,0,1
Chris Führich,de Bundesliga,26.0,1981,2,3,0,0,0,1
Shiō Fukuda,de Bundesliga,20.0,60,1,0,0,0,0,1
Angelo Fulgini,fr Ligue 1,27.0,1045,1,1,0,0,0,1
Niclas Füllkrug,eng Premier League,31.0,790,3,2,0,0,0,1
Kyogo Furuhashi,fr Ligue 1,29.0,123,0,0,0,0,0,1
Manuel Fuster,es La Liga,26.0,1003,2,1,0,0,0,1
Matteo Gabbia,it Serie A,24.0,2152,2,0,0,0,0,1
Tommaso Gabellini,it Serie A,17.0,10,0,0,0,0,0,1
Tiago Gabriel,it Serie A,19.0,96,0,0,0,0,0,1
Alessandro Gabrielloni,it Serie A,30.0,142,1,1,0,0,0,1
Gianluca Gaetano,it Serie A,24.0,1009,2,4,0,0,0,1
Roberto Gagliardini,it Serie A,30.0,180,0,0,0,0,0,1
Cody Gakpo,eng Premier League,25.0,1935,10,4,0,0,0,1
Javi Galán,es La Liga,29.0,1784,0,3,0,0,0,1
Iñigo Ruiz de Galarreta,es La Liga,30.0,1477,0,4,0,0,0,1
Conor Gallagher,es La Liga,24.0,1633,3,3,0,0,0,1
Antonino Gallo,it Serie A,24.0,2609,0,2,0,0,0,1
Gauthier Gallon,fr Ligue 1,31.0,45,0,0,0,0,0,1
Cristian Gamboa,de Bundesliga,34.0,226,1,0,0,0,0,1
Idrissa Gana Gueye,eng Premier League,34.0,3063,0,3,0,0,0,1
Ignatius Ganago,fr Ligue 1,25.0,241,0,0,0,0,0,1
Silvère Ganvoula M'Boussy,it Serie A,28.0,326,0,0,0,0,0,1
Facundo Garcés,es La Liga,24.0,678,0,0,0,0,0,1
Aleix García,de Bundesliga,27.0,1455,3,4,0,0,0,1
Álvaro García,es La Liga,31.0,2559,4,5,0,0,0,1
Andrés García,eng Premier League,21.0,318,0,0,0,0,0,1
Eric García,es La Liga,23.0,1566,2,3,0,0,0,1
Fran Garcia,es La Liga,24.0,2171,0,2,0,0,0,1
Gonzalo García,es La Liga,20.0,56,0,1,0,0,0,1
Joan García,es La Liga,23.0,3420,0,0,0,0,0,1
Pablo Garcia,es La Liga,17.0,38,0,0,0,0,0,1
Rubén García,es La Liga,31.0,2413,5,5,0,0,0,1
Ulisses Garcia,fr Ligue 1,28.0,930,2,2,0,0,0,1
Unai García,es La Liga,32.0,65,0,0,0,0,0,1
Alejandro Garnacho,eng Premier League,20.0,2199,6,2,0,0,0,1
James Garner,eng Premier League,23.0,1594,0,1,0,0,0,1
Yarek Gasiorowski,es La Liga,19.0,947,0,0,0,0,0,1
Federico Gatti,it Serie A,26.0,2195,1,0,0,0,0,1
Gavi,es La Liga,19.0,1085,1,1,0,0,0,1
Paulo Gazzaniga,es La Liga,32.0,3195,0,0,0,0,0,1
Jean-Philippe Gbamin,fr Ligue 1,28.0,216,0,0,0,0,0,1
Mory Gbane,fr Ligue 1,23.0,1125,0,1,0,0,0,1
Yann Gboho,fr Ligue 1,23.0,2333,5,4,0,0,0,1
David de Gea,it Serie A,33.0,3060,0,1,0,0,0,1
Viggo Gebel,de Bundesliga,16.0,14,0,0,0,0,0,1
Lutsharel Geertruida,de Bundesliga,24.0,1557,1,0,0,0,0,1
Dennis Geiger,de Bundesliga,26.0,734,0,0,0,0,0,1
Valentin Gendrey,it Serie A,24.0,180,0,0,0,0,0,1
Valentin Gendrey,de Bundesliga,24.0,1414,1,1,0,0,0,1
Denis Genreau,fr Ligue 1,25.0,222,0,0,0,0,0,1
Tyrique George,eng Premier League,18.0,183,1,1,0,0,0,1
Yannick Gerhardt,de Bundesliga,30.0,1518,1,1,0,0,0,1
Max Geschwill,de Bundesliga,23.0,1282,1,2,0,0,0,1
Daniele Ghilardi,it Serie A,21.0,2029,0,0,0,0,0,1
Lautaro Gianetti,it Serie A,30.0,878,1,0,0,0,0,1
Dimitris Giannoulis,de Bundesliga,28.0,2650,1,4,0,0,0,1
Morgan Gibbs-White,eng Premier League,24.0,2803,7,8,0,0,0,1
Samuel Gigot,it Serie A,30.0,683,2,0,0,0,0,1
Armin Gigovic,de Bundesliga,22.0,1895,5,1,0,0,0,1
Bryan Gil,es La Liga,23.0,1721,3,3,0,0,0,1
Mario Gila,it Serie A,23.0,2741,1,0,0,0,0,1
Billy Gilmour,eng Premier League,23.0,98,0,0,0,0,0,1
Billy Gilmour,it Serie A,23.0,1177,0,1,0,0,0,1
Benedikt Gimber,de Bundesliga,27.0,2671,0,0,0,0,0,1
Santiago Giménez,it Serie A,23.0,669,5,2,0,0,0,1
Gvidas Gineitis,it Serie A,20.0,1430,3,1,0,0,0,1
Matthias Ginter,de Bundesliga,30.0,2561,2,1,0,0,0,1
Jamie Gittens,de Bundesliga,19.0,1776,8,3,0,0,0,1
Serge Gnabry,de Bundesliga,29.0,1242,7,5,0,0,0,1
Ben Godfrey,eng Premier League,26.0,159,0,0,0,0,0,1
Ben Godfrey,it Serie A,26.0,23,0,0,0,0,0,1
Martial Godo,eng Premier League,21.0,24,0,0,0,0,0,1
Saba Goglichidze,it Serie A,20.0,2539,0,1,0,0,0,1
Edoardo Goldaniga,it Serie A,30.0,2532,1,0,0,0,0,1
Michael Golding,eng Premier League,18.0,1,0,0,0,0,0,1
Pierluigi Gollini,it Serie A,29.0,630,0,0,0,0,0,1
Aleksandr Golovin,fr Ligue 1,28.0,1153,3,0,0,0,0,1
André Gomes,fr Ligue 1,31.0,1276,0,0,0,0,0,1
Angel Gomes,fr Ligue 1,23.0,736,1,1,0,0,0,1
João Gomes,eng Premier League,23.0,2974,3,1,0,0,0,1
Rodrigo Gomes,eng Premier League,21.0,810,2,0,0,0,0,1
Toti Gomes,eng Premier League,25.0,2614,0,1,0,0,0,1
Carlos Gómez,fr Ligue 1,21.0,381,3,0,0,0,0,1
Dani Gómez,es La Liga,26.0,532,2,0,0,0,0,1
Diego Gómez,eng Premier League,21.0,516,1,0,0,0,0,1
Joe Gomez,eng Premier League,27.0,519,0,0,0,0,0,1
Moi Gómez,es La Liga,30.0,796,0,0,0,0,0,1
Sergi Gómez,es La Liga,32.0,664,0,0,0,0,0,1
Sergio Gómez,es La Liga,23.0,2738,2,5,0,0,0,1
Unai Gómez,es La Liga,21.0,1284,1,3,0,0,0,1
Tidiam Gomis,de Bundesliga,17.0,152,0,1,0,0,0,1
Fabio González,es La Liga,27.0,53,0,0,0,0,0,1
Nicolás González,eng Premier League,22.0,760,1,0,0,0,0,1
Nicolás González,it Serie A,26.0,1750,3,2,0,0,0,1
Peter González,es La Liga,22.0,477,0,0,0,0,0,1
Urko González,es La Liga,23.0,1374,0,2,0,0,0,1
Urko González,es La Liga,23.0,45,0,0,0,0,0,1
Anthony Gordon,eng Premier League,23.0,2434,6,5,0,0,0,1
Leon Goretzka,de Bundesliga,29.0,1325,4,1,0,0,0,1
Mathieu Gorgelin,fr Ligue 1,33.0,1440,0,0,0,0,0,1
Andoni Gorosabel,es La Liga,27.0,1485,0,2,0,0,0,1
Robin Gosens,it Serie A,30.0,2434,5,5,0,0,0,1
Robin Gosens,de Bundesliga,30.0,90,0,0,0,0,0,1
Mario Götze,de Bundesliga,32.0,1542,3,2,0,0,0,1
Amine Gouiri,fr Ligue 1,24.0,1048,10,3,0,0,0,1
Amine Gouiri,fr Ligue 1,24.0,1037,3,2,0,0,0,1
Lucas Gourna-Douath,it Serie A,20.0,229,0,0,0,0,0,1
Jeffrey Gouweleeuw,de Bundesliga,33.0,2944,1,4,0,0,0,1
Kamil Grabara,de Bundesliga,25.0,2585,0,0,0,0,0,1
Jonathan Gradit,fr Ligue 1,31.0,2112,0,0,0,0,0,1
José Gragera,es La Liga,23.0,569,0,0,0,0,0,1
Samuel Grandsir,fr Ligue 1,27.0,84,0,0,0,0,0,1
Alberto Grassi,it Serie A,29.0,2203,1,0,0,0,0,1
Ryan Gravenberch,eng Premier League,22.0,3160,0,4,0,0,0,1
Archie Gray,eng Premier League,18.0,1751,0,0,0,0,0,1
Jack Grealish,eng Premier League,28.0,721,1,1,0,0,0,1
Jacob Greaves,eng Premier League,23.0,2205,1,0,0,0,0,1
Mason Greenwood,fr Ligue 1,22.0,2804,21,5,0,0,0,1
Michael Gregoritsch,de Bundesliga,30.0,639,2,1,0,0,0,1
Dominik Greif,es La Liga,27.0,2790,0,0,0,0,0,1
Antoine Griezmann,es La Liga,33.0,2469,8,7,0,0,0,1
Vincenzo Grifo,de Bundesliga,31.0,2432,8,11,0,0,0,1
Florian Grillitsch,es La Liga,28.0,623,0,0,0,0,0,1
Florian Grillitsch,de Bundesliga,28.0,601,0,0,0,0,0,1
Álex Grimaldo,de Bundesliga,28.0,2636,2,7,0,0,0,1
Pascal Groß,de Bundesliga,33.0,2327,0,9,0,0,0,1
Brajan Gruda,eng Premier League,20.0,687,1,4,0,0,0,1
Marco Grüll,de Bundesliga,26.0,1181,6,1,0,0,0,1
Albert Grønbaek,eng Premier League,23.0,143,0,0,0,0,0,1
Albert Grønbaek,fr Ligue 1,23.0,813,2,1,0,0,0,1
Vicente Guaita,es La Liga,37.0,3060,0,0,0,0,0,1
Sergi Guardiola,es La Liga,33.0,362,0,0,0,0,0,1
Nemanja Gudelj,es La Liga,32.0,2493,1,1,0,0,0,1
Gabriel Gudmundsson,fr Ligue 1,25.0,1785,2,0,0,0,0,1
Gonçalo Guedes,eng Premier League,27.0,995,2,4,0,0,0,1
Axel Gueguin,fr Ligue 1,19.0,23,0,0,0,0,0,1
Marc Guéhi,eng Premier League,24.0,3059,3,2,0,0,0,1
Mattéo Guendouzi,it Serie A,25.0,3270,1,3,0,0,0,1
Javier Guerra,es La Liga,21.0,2581,3,3,0,0,0,1
Raphaël Guerreiro,de Bundesliga,30.0,1572,4,4,0,0,0,1
Evann Guessand,fr Ligue 1,23.0,2565,12,8,0,0,0,1
Ander Guevara,es La Liga,27.0,1947,0,1,0,0,0,1
Pape Gueye,es La Liga,25.0,2224,4,0,0,0,0,1
Morgan Guilavogui,de Bundesliga,26.0,1807,6,2,0,0,0,1
Frederic Guilbert,it Serie A,29.0,2435,0,1,0,0,0,1
Luis Guilherme,eng Premier League,18.0,150,0,0,0,0,0,1
Hugo Guillamón,es La Liga,24.0,364,0,0,0,0,0,1
Bruno Guimarães,eng Premier League,26.0,3271,5,6,0,0,0,1
Carlos Guirao,es La Liga,21.0,110,0,0,0,0,0,1
Bahereba Guirassy,fr Ligue 1,17.0,348,2,0,0,0,0,1
Serhou Guirassy,de Bundesliga,28.0,2598,21,4,0,0,0,1
Marc Guiu,eng Premier League,18.0,73,0,0,0,0,0,1
Péter Gulácsi,de Bundesliga,34.0,2631,0,0,0,0,0,1
Arda Güler,es La Liga,19.0,1250,3,4,0,0,0,1
Gerard Gumbau,es La Liga,29.0,849,0,1,0,0,0,1
Robert Gumny,de Bundesliga,26.0,271,0,0,0,0,0,1
İlkay Gündoğan,eng Premier League,33.0,2223,1,6,0,0,0,1
Christian Günter,de Bundesliga,31.0,2314,2,2,0,0,0,1
Jon Guridi,es La Liga,29.0,2080,3,1,0,0,0,1
Gorka Guruzeta,es La Liga,27.0,1840,7,2,0,0,0,1
Malo Gusto,eng Premier League,21.0,1862,0,1,0,0,0,1
Miguel Gutiérrez,es La Liga,23.0,2458,1,5,0,0,0,1
Albert Guðmundsson,it Serie A,27.0,1273,6,1,0,0,0,1
Joško Gvardiol,eng Premier League,22.0,3277,5,0,0,0,0,1
Emmanuel Gyasi,it Serie A,30.0,3217,2,1,0,0,0,1
Christian Gytkjær,it Serie A,34.0,754,2,1,0,0,0,1
Erling Haaland,eng Premier League,24.0,2736,22,3,0,0,0,1
Nicolas Haas,it Serie A,28.0,287,0,0,0,0,0,1
Janik Haberer,de Bundesliga,30.0,1696,0,0,0,0,0,1
Robin Hack,de Bundesliga,25.0,2172,4,7,0,0,0,1
Saad El Haddad,it Serie A,19.0,30,0,0,0,0,0,1
Munir El Haddadi,es La Liga,28.0,862,4,0,0,0,0,1
Amadou Haidara,de Bundesliga,26.0,1320,0,1,0,0,0,1
Massadio Haïdara,fr Ligue 1,31.0,1678,0,0,0,0,0,1
Antoine Hainaut,it Serie A,22.0,1206,2,0,0,0,0,1
Mohamed Haj,it Serie A,19.0,453,1,2,0,0,0,1
Achraf Hakimi,fr Ligue 1,25.0,2066,4,6,0,0,0,1
Lewis Hall,eng Premier League,19.0,2189,0,4,0,0,0,1
Sébastien Haller,es La Liga,30.0,404,0,0,0,0,0,1
Ali Al Hamadi,eng Premier League,22.0,134,0,0,0,0,0,1
Andreas Hanche-Olsen,de Bundesliga,27.0,1284,1,1,0,0,0,1
Florent Hanin,fr Ligue 1,34.0,2672,1,2,0,0,0,1
Ridgeciano Haps,it Serie A,31.0,1369,1,1,0,0,0,1
Amine Harit,fr Ligue 1,27.0,519,2,4,0,0,0,1
Marcus Harness,eng Premier League,28.0,45,0,0,0,0,0,1
Phil Harres,de Bundesliga,22.0,1544,8,1,0,0,0,1
Jack Harrison,eng Premier League,27.0,2076,1,0,0,0,0,1
Abdou Harroui,it Serie A,26.0,463,1,2,0,0,0,1
Taylor Harwood-Bellis,eng Premier League,22.0,2825,1,0,0,0,0,1
Hans Hateboer,fr Ligue 1,30.0,1684,0,0,0,0,0,1
Kjetil Haug,fr Ligue 1,26.0,498,0,0,0,0,0,1
Kai Havertz,eng Premier League,25.0,1875,9,3,0,0,0,1
Ayden Heaven,eng Premier League,17.0,170,0,0,0,0,0,1
Jan Paul van Hecke,eng Premier League,24.0,2958,1,1,0,0,0,1
Hwang Hee-chan,eng Premier League,28.0,661,2,0,0,0,0,1
Dean Henderson,eng Premier League,27.0,3420,0,0,0,0,0,1
Liam Henderson,it Serie A,28.0,2337,0,4,0,0,0,1
Ramon Hendriks,de Bundesliga,23.0,1154,0,1,0,0,0,1
Paul Hennrich,de Bundesliga,19.0,12,0,0,0,0,0,1
Benjamin Henrichs,de Bundesliga,27.0,935,0,2,0,0,0,1
Henrique,es La Liga,30.0,352,0,0,0,0,0,1
Luis Henrique,fr Ligue 1,22.0,2613,7,7,0,0,0,1
Rico Henry,eng Premier League,27.0,99,0,0,0,0,0,1
Mads Hermansen,eng Premier League,24.0,2385,0,0,0,0,0,1
Mario Hermoso,it Serie A,29.0,251,0,0,0,0,0,1
Mario Hermoso,de Bundesliga,29.0,293,0,0,0,0,0,1
Javi Hernández,es La Liga,26.0,2389,2,1,0,0,0,1
Aridane Hernández,es La Liga,35.0,1025,0,0,0,0,0,1
Lucas Hernández,fr Ligue 1,28.0,877,0,0,0,0,0,1
Theo Hernández,it Serie A,26.0,2696,4,3,0,0,0,1
Hernani,it Serie A,30.0,1327,3,3,0,0,0,1
Jorge Herrando,es La Liga,23.0,1366,1,0,0,0,0,1
Ander Herrera,es La Liga,34.0,273,0,0,0,0,0,1
Sergio Herrera,es La Liga,31.0,3330,0,0,0,0,0,1
Yangel Herrera,es La Liga,26.0,2257,4,3,0,0,0,1
Juan Herzog,es La Liga,21.0,1315,0,0,0,0,0,1
Son Heung-min,eng Premier League,32.0,2110,7,9,0,0,0,1
Isak Hien,it Serie A,25.0,2327,0,0,0,0,0,1
Omar El Hilali,es La Liga,20.0,3153,0,2,0,0,0,1
James Hill,eng Premier League,22.0,448,0,1,0,0,0,1
Piero Hincapié,de Bundesliga,22.0,2670,2,2,0,0,0,1
Roger Hinojo,es La Liga,19.0,9,0,0,0,0,0,1
Jack Hinshelwood,eng Premier League,19.0,1842,5,2,0,0,0,1
George Hirst,eng Premier League,25.0,661,3,1,0,0,0,1
Adam Hložek,de Bundesliga,22.0,1871,8,4,0,0,0,1
Ki-Jana Hoever,fr Ligue 1,22.0,2124,1,2,0,0,0,1
Nicolas Höfler,de Bundesliga,34.0,794,0,0,0,0,0,1
Jonas Hofmann,de Bundesliga,32.0,356,2,1,0,0,0,1
Philipp Hofmann,de Bundesliga,31.0,2277,3,3,0,0,0,1
Lucas Höler,de Bundesliga,30.0,1867,6,4,0,0,0,1
Mason Holgate,eng Premier League,27.0,6,0,0,0,0,0,1
Benedict Hollerbach,de Bundesliga,23.0,2540,9,1,0,0,0,1
Emil Holm,it Serie A,24.0,1137,1,1,0,0,0,1
Lewis Holtby,de Bundesliga,33.0,1238,0,1,0,0,0,1
Gerrit Holtmann,de Bundesliga,29.0,1136,2,1,0,0,0,1
Franck Honorat,de Bundesliga,27.0,1439,4,7,0,0,0,1
Mathias Honsak,de Bundesliga,27.0,1181,5,1,0,0,0,1
Dinko Horkaš,es La Liga,25.0,1085,0,0,0,0,0,1
Timo Horn,de Bundesliga,31.0,1170,0,0,0,0,0,1
Cédric Hountondji,fr Ligue 1,30.0,270,0,0,0,0,0,1
Ilyes Housni,fr Ligue 1,19.0,230,0,0,0,0,0,1
Harry Howell,eng Premier League,15.0,7,0,0,0,0,0,1
Lukáš Hrádecký,de Bundesliga,34.0,2610,0,0,0,0,0,1
Robin Hranáč,de Bundesliga,24.0,219,0,0,0,0,0,1
Callum Hudson-Odoi,eng Premier League,23.0,2194,5,2,0,0,0,1
Will Hughes,eng Premier League,29.0,2108,0,3,0,0,0,1
Dean Huijsen,eng Premier League,19.0,2427,3,2,0,0,0,1
Mats Hummels,it Serie A,35.0,915,0,0,0,0,0,1
Omari Hutchinson,eng Premier League,20.0,2583,3,2,0,0,0,1
Elseid Hysaj,it Serie A,30.0,424,0,3,0,0,0,1
